2025-02-01 12:31:22,881 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 15:03:42,033 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_vendas_2025-02-01_15-03-41.png
2025-02-01 15:03:43,257 | INFO | Main | Gerar análises de clientes...
2025-02-01 15:03:43,260 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01_15-03-43.csv
2025-02-01 15:03:43,260 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 15:03:43,260 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Gastaram
2025-02-01 15:03:43,348 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Gastaram.
2025-02-01 15:03:43,658 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_gasto_clientes_2025-02-01_15-03-43.png
2025-02-01 15:03:44,706 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01_15-03-44.csv
2025-02-01 15:03:44,706 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 15:03:44,706 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Compraram
2025-02-01 15:03:44,799 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Compraram.
2025-02-01 15:03:45,076 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_qtd_clientes_2025-02-01_15-03-44.png
2025-02-01 15:03:46,029 | INFO | Main | Gerar análises de lojas...
2025-02-01 15:03:46,032 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01_15-03-46.csv
2025-02-01 15:03:46,032 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 15:03:46,033 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total Faturado por Loja
2025-02-01 15:03:46,117 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Total Faturado por Loja.
2025-02-01 15:03:46,394 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\faturamento_lojas_2025-02-01_15-03-46.png
2025-02-01 15:03:48,587 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01_15-03-48.csv
2025-02-01 15:03:48,587 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 15:03:48,587 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total de Produtos Vendidos por Loja
2025-02-01 15:03:48,658 | WARNING | GeradorGraficos | Erro: Colunas Loja ou Quantidade Vendida não encontradas no DataFrame.
2025-02-01 15:03:48,658 | WARNING | GeradorGraficos | Colunas disponíveis: ['Loja', 'Quantidade']
2025-02-01 15:03:48,662 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01_15-03-48.csv
2025-02-01 15:03:48,662 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 15:03:48,662 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Média de Venda por Loja
2025-02-01 15:03:48,752 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Média de Venda por Loja.
2025-02-01 15:03:49,027 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\ticket_medio_lojas_2025-02-01_15-03-48.png
2025-02-01 15:03:50,525 | INFO | Main | Todas as análises foram geradas com sucesso!
2025-02-01 15:03:55,787 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 15:03:55,793 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:03:55,797 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:03:55,798 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:03:55,798 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:03:55,798 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:03:55,799 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 15:03:55,803 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:03:55,806 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:03:55,807 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:03:55,807 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:03:55,811 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:03:55,815 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:03:55,815 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:03:55,816 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:03:55,816 | INFO | Main | Gerar análises de vendas...
2025-02-01 15:03:55,821 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01_15-03-55.csv
2025-02-01 15:03:55,821 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 15:03:55,821 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos com Maior Receita
2025-02-01 15:03:55,991 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos com Maior Receita.
2025-02-01 15:03:56,342 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_receita_2025-02-01_15-03-55.png
2025-02-01 15:03:58,086 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01_15-03-58.csv
2025-02-01 15:03:58,086 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 15:03:58,086 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos Mais Vendidos
2025-02-01 15:03:58,178 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos Mais Vendidos.
2025-02-01 15:03:58,528 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_vendas_2025-02-01_15-03-58.png
2025-02-01 15:03:59,342 | INFO | Main | Gerar análises de clientes...
2025-02-01 15:03:59,346 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01_15-03-59.csv
2025-02-01 15:03:59,346 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 15:03:59,347 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Gastaram
2025-02-01 15:03:59,478 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Gastaram.
2025-02-01 15:03:59,816 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_gasto_clientes_2025-02-01_15-03-59.png
2025-02-01 15:04:00,505 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01_15-04-00.csv
2025-02-01 15:04:00,506 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 15:04:00,506 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Compraram
2025-02-01 15:04:00,600 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Compraram.
2025-02-01 15:04:00,881 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_qtd_clientes_2025-02-01_15-04-00.png
2025-02-01 15:04:01,973 | INFO | Main | Gerar análises de lojas...
2025-02-01 15:04:01,976 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01_15-04-01.csv
2025-02-01 15:04:01,976 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 15:04:01,976 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total Faturado por Loja
2025-02-01 15:04:02,063 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Total Faturado por Loja.
2025-02-01 15:04:02,342 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\faturamento_lojas_2025-02-01_15-04-01.png
2025-02-01 15:04:03,344 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01_15-04-03.csv
2025-02-01 15:04:03,344 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 15:04:03,344 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total de Produtos Vendidos por Loja
2025-02-01 15:04:03,426 | WARNING | GeradorGraficos | Erro: Colunas Loja ou Quantidade Vendida não encontradas no DataFrame.
2025-02-01 15:04:03,426 | WARNING | GeradorGraficos | Colunas disponíveis: ['Loja', 'Quantidade']
2025-02-01 15:04:03,430 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01_15-04-03.csv
2025-02-01 15:04:03,430 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 15:04:03,430 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Média de Venda por Loja
2025-02-01 15:04:03,517 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Média de Venda por Loja.
2025-02-01 15:04:03,795 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\ticket_medio_lojas_2025-02-01_15-04-03.png
2025-02-01 15:04:04,596 | INFO | Main | Todas as análises foram geradas com sucesso!
2025-02-01 15:04:19,898 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 15:04:19,903 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:19,908 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:19,909 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:19,909 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:19,909 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:19,910 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 15:04:19,914 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:19,917 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:19,918 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:19,918 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:19,922 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:19,926 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:19,927 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:19,927 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:19,927 | INFO | Main | Gerar análises de vendas...
2025-02-01 15:04:19,932 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01_15-04-19.csv
2025-02-01 15:04:19,933 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 15:04:19,933 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos com Maior Receita
2025-02-01 15:04:20,103 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos com Maior Receita.
2025-02-01 15:04:20,474 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_receita_2025-02-01_15-04-19.png
2025-02-01 15:04:21,901 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01_15-04-21.csv
2025-02-01 15:04:21,902 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 15:04:21,902 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos Mais Vendidos
2025-02-01 15:04:22,018 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos Mais Vendidos.
2025-02-01 15:04:22,391 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_vendas_2025-02-01_15-04-21.png
2025-02-01 15:04:23,098 | INFO | Main | Gerar análises de clientes...
2025-02-01 15:04:23,102 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01_15-04-23.csv
2025-02-01 15:04:23,102 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 15:04:23,103 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Gastaram
2025-02-01 15:04:23,197 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Gastaram.
2025-02-01 15:04:23,518 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_gasto_clientes_2025-02-01_15-04-23.png
2025-02-01 15:04:24,563 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01_15-04-24.csv
2025-02-01 15:04:24,563 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 15:04:24,564 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Compraram
2025-02-01 15:04:24,660 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Compraram.
2025-02-01 15:04:24,950 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_qtd_clientes_2025-02-01_15-04-24.png
2025-02-01 15:04:25,807 | INFO | Main | Gerar análises de lojas...
2025-02-01 15:04:25,811 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01_15-04-25.csv
2025-02-01 15:04:25,811 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 15:04:25,811 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total Faturado por Loja
2025-02-01 15:04:25,900 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Total Faturado por Loja.
2025-02-01 15:04:26,185 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\faturamento_lojas_2025-02-01_15-04-25.png
2025-02-01 15:04:27,287 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01_15-04-27.csv
2025-02-01 15:04:27,287 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 15:04:27,287 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total de Produtos Vendidos por Loja
2025-02-01 15:04:27,369 | WARNING | GeradorGraficos | Erro: Colunas Loja ou Quantidade Vendida não encontradas no DataFrame.
2025-02-01 15:04:27,369 | WARNING | GeradorGraficos | Colunas disponíveis: ['Loja', 'Quantidade']
2025-02-01 15:04:27,373 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01_15-04-27.csv
2025-02-01 15:04:27,373 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 15:04:27,374 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Média de Venda por Loja
2025-02-01 15:04:27,507 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Média de Venda por Loja.
2025-02-01 15:04:27,798 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\ticket_medio_lojas_2025-02-01_15-04-27.png
2025-02-01 15:04:29,766 | INFO | Main | Todas as análises foram geradas com sucesso!
2025-02-01 15:04:38,048 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 15:04:38,054 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:38,058 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:38,059 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:38,059 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:38,059 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:38,060 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 15:04:38,064 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:38,067 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:38,068 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:38,068 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:38,073 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 15:04:38,076 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 15:04:38,076 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 15:04:38,077 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 15:04:38,077 | INFO | Main | Gerar análises de vendas...
2025-02-01 15:04:38,081 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01_15-04-38.csv
2025-02-01 15:04:38,082 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 15:04:38,082 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos com Maior Receita
2025-02-01 15:04:38,251 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos com Maior Receita.
2025-02-01 15:04:38,602 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_receita_2025-02-01_15-04-38.png
2025-02-01 15:04:39,947 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01_15-04-39.csv
2025-02-01 15:04:39,947 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 15:04:39,948 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos Mais Vendidos
2025-02-01 15:04:40,057 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Produtos Mais Vendidos.
2025-02-01 15:04:40,464 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_vendas_2025-02-01_15-04-39.png
2025-02-01 15:04:41,119 | INFO | Main | Gerar análises de clientes...
2025-02-01 15:04:41,122 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01_15-04-41.csv
2025-02-01 15:04:41,122 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 15:04:41,122 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Gastaram
2025-02-01 15:04:41,213 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Gastaram.
2025-02-01 15:04:41,519 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_gasto_clientes_2025-02-01_15-04-41.png
2025-02-01 15:04:42,161 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01_15-04-42.csv
2025-02-01 15:04:42,161 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 15:04:42,162 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Compraram
2025-02-01 15:04:42,255 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Top 10 Clientes que Mais Compraram.
2025-02-01 15:04:42,541 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\top10_qtd_clientes_2025-02-01_15-04-42.png
2025-02-01 15:04:43,199 | INFO | Main | Gerar análises de lojas...
2025-02-01 15:04:43,204 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01_15-04-43.csv
2025-02-01 15:04:43,204 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 15:04:43,205 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total Faturado por Loja
2025-02-01 15:04:43,302 | INFO | GeradorGraficos | Gráfico gerado com sucesso para Total Faturado por Loja.
2025-02-01 15:04:43,609 | INFO | GeradorGraficos | Gráfico salvo em: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\graficos\faturamento_lojas_2025-02-01_15-04-43.png
2025-02-01 15:04:44,624 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01_15-04-44.csv
2025-02-01 15:04:44,624 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 15:04:44,624 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total de Produtos Vendidos por Loja
2025-02-01 15:04:44,701 | WARNING | GeradorGraficos | Erro: Colunas Loja ou Quantidade Vendida não encontradas no DataFrame.
2025-02-01 15:04:44,701 | WARNING | GeradorGraficos | Colunas disponíveis: ['Loja', 'Quantidade']
